"orgpermid","cusip","isin","ticker","siccode"
4295903221,"731572103","US7315721032","RL",2320
4295903228,"747619104","US7476191041","NX",3350
4295903229,"629579103","US6295791031","NC",1221
4295903234,"895436103","US8954361031","TY",NA
4295903237,"743674103","US7436741034","PL",6311
4295903238,"106764103","US1067641035","BZC",3728
4295903239,"842587107","US8425871071","SO",4911
4295903240,"872375100","US8723751009","TE",4911
4295903242,"894650100","US8946501009","TG",3350
4295903243,"908906100","US9089061009","UB",6021
4295903246,"971807102","US9718071023","WL",NA
4295903247,"742718109","US7427181091","PG",2840
4295903250,"860630102","US8606301021","SF",6211
4295903252,"853887107","US8538871075","SRCTQ",2761
4295903254,"","","AAL",4512
4295903255,"962166104","US9621661043","WY",6798
4295903257,"890516107","US8905161076","TR",2060
4295903259,"001204106","US0012041069","GAS",4924
4295903261,"001055102","US0010551028","AFL",6321
4295903262,"939322103","US9393221034","WAMUQ",6035
4295903263,"00163T109","US00163T1097","PLD",6798
4295903265,"002824100","US0028241000","ABT",2834
4295903267,"910571108","US9105711082","UG",2844
4295903272,"004816104","US0048161048","ACU",3420
4295903275,"730864105","US7308641056","PTEK",3990
4295903279,"007737109","US0077371096","ACY",7812
4295903280,"004239109","US0042391096","AKR",6798
4295903281,"000361105","US0003611052","AIR",3720
4295903283,"45778Q107","US45778Q1076","NSP",7363
4295903284,"00163U106","US00163U1060","AMAG",2834
4295903287,"008015307","US0080153077","AIM",3728
4295903288,"00754E107","US00754E1073","API",3674
4295903289,"00130H105","US00130H1059","AES",4991
4295903291,"009363102","US0093631028","ARG",5084
4295903294,"009158106","US0091581068","APD",2810
4295903295,"002896207","US0028962076","ANF",5651
4295903296,"008492100","US0084921008","ADC",6798
4295903297,"007903107","US0079031078","AMD",3674
4295903299,"008252108","US0082521081","AMG",6282
4295903301,"28473M100","US28473M1009","ESYS",3679
4295903307,"410867105","US4108671052","THG",6331
4295903308,"471109108","US4711091086","JAH",5190
4295903309,"012653101","US0126531013","ALB",2821
4295903310,"014752109","US0147521092","ALX",6798
4295903311,"011659109","US0116591092","ALK",4512
4295903312,"","","AMBC",6351
4295903314,"018804104","US0188041042","OA",3760
4295903316,"020002101","US0200021014","ALL",6331
4295903317,"008190100","US0081901003","ACS",NA
4295903323,"012348108","US0123481089","AIN",2221
4295903328,"017361106","US0173611064","AYE",NA
4295903329,"025816109","US0258161092","AXP",6199
4295903330,"011311107","US0113111076","ALG",3523
4295903332,"023608102","US0236081024","AEE",4931
4295903333,"025537101","US0255371017","AEP",4911
4295903334,"024591109","US0245911096","ABLT",3089
4295903335,"02341W103","US02341W1036","ACO",NA
4295903336,"025932104","US0259321042","AFG",6331
4295903337,"015271109","US0152711091","ARE",6798
4295903341,"026874107","US0268741073","AIG",6331
4295903343,"451100101","US4511001012","IEP",3714
4295903344,"029899101","US0298991011","AWR",4941
4295903346,"983024100","US9830241009","WYE",NA
4295903347,"030420103","US0304201033","AWK",4941
4295903350,"032165102","US0321651020","ASO",NA
4295903351,"035229103","US0352291035","BUD",2082
4295903352,"029712106","US0297121065","TT",NA
4295903354,"029595105","US0295951059","AMS",8071
4295903355,"023551104","US0235511047","HES",2911
4295903356,"00184A105","","TWX",4841
4295903359,"032095101","US0320951017","APH",3678
4295903360,"03060R101","US03060R1014","ACF",6199
4295903364,"034393108","US0343931087","ANDR",3663
4295903367,"029174109","US0291741090","ARL",6510
4295903368,"032159105","US0321591051","AXR",6552
4295903369,"19247A100","US19247A1007","CNS",6282
4295903372,"030371108","US0303711081","AVD",2870
4295903374,"03073E105","US03073E1055","ABC",5122
4295903375,"87240R107","US87240R1077","TFSL",6035
4295903379,"09055Y100","US09055Y1001","BGES",NA
4295903382,"031100100","US0311001004","AME",3823
4295903383,"00808Y109","US00808Y1091","AEMD",3841
4295903388,"029912201","US0299122012","AMT",6798
4295903392,"690212105","US6902121051","OFI",NA
4295903393,"032654105","US0326541051","ADI",3674
4295903398,"004225108","US0042251084","ACAD",2834
4295903400,"829358100","US8293581000","VKIN",1311
4295903401,"233075100","US2330751007","DCBF",6022
4295903413,"92858J108","US92858J1088","VOCS",NA
4295903414,"571157106","US5711571068","MRLN",6022
4295903415,"22765Y104","US22765Y1047","XTXI",5172
4295903417,"00766T100","US00766T1007","ACM",8711
4295903422,"268158201","US2681582019","DVAX",2834
4295903430,"174903104","US1749031043","CZWI",6035
4295903431,"591176102","US5911761022","MEA",3341
4295903432,"56400P102","","MNKD",2834
4295903437,"910710102","US9107101027","UIHC",6331
4295903438,"035710409","US0357104092","NLY",6798
4295903439,"5357EP108","US5357EP1086","LWLL",2842
4295903444,"036115103","US0361151030","ANN",5621
4295903445,"20539A105","US20539A1051","CSVI",NA
4295903448,"292218104","US2922181043","EIG",6331
4295903451,"775004104","US7750041045","RBLG",NA
4295903453,"03748R101","US03748R1014","AIV",6798
4295903458,"045604105","US0456041054","AEC",6798
4295903461,"125269100","US1252691001","CF",2870
4295903462,"","","ARCH",1221
4295903463,"039483102","US0394831020","ADM",2070
4295903465,"039583109","US0395831094","ASN",NA
4295903466,"042698308","US0426983088","MICR",3845
4295903469,"038336103","US0383361039","ATR",3089
4295903471,"00508X203","US00508X2036","EPAC",3590
4295903472,"042735100","US0427351004","ARW",5065
4295903478,"053484101","US0534841012","AVB",6798
4295903480,"03820C105","US03820C1053","AIT",5080
4295903483,"055482103","US0554821035","BJS",NA
4295903484,"049560105","US0495601058","ATO",4924
4295903487,"049164205","US0491642056","AAWW",4522
4295903490,"053332102","US0533321024","AZO",5531
4295903492,"053611109","US0536111091","AVY",2670
4295903497,"05343P109","US05343P1093","AWX",4953
4295903500,"002474104","US0024741045","AZZ",3470
4295903501,"05564E106","US05564E1064","BRE",6798
4295903503,"057665200","US0576652004","BCPC",28
4295903504,"053807103","US0538071038","AVT",5065
4295903505,"054937107","US0549371070","TFC",6021
4295903507,"85858B109","US85858B1098","SGNI",7372
4295903508,"052800109","US0528001094","ALV",3714
4295903510,"049079205","US0490792050","ATNI",4813
4295903514,"053015103","US0530151036","ADP",7374
4295903516,"056525108","US0565251081","BMI",3824
4295903520,"058498106","US0584981064","BLL",3411
4295903521,"058516105","US0585161054","BTN",3861
4295903522,"07384R408","US07384R4083","BRCOQ",NA
4295903524,"066849100","US0668491006","BHB",6022
4295903530,"068221100","US0682211000","BRN",1311
4295903531,"071813109","US0718131099","BAX",3841
4295903533,"075887109","US0758871091","BDX",3841
4295903540,"068798107","US0687981078","DFZ",3140
4295903543,"077454106","US0774541066","BDC",3357
4295903545,"057149106","US0571491069","BKR",NA
4295903546,"08160H101","US08160H1014","BHE",3672
4295903548,"068306109","US0683061099","BRL",NA
4295903550,"071707103","US0717071031","BOL",3851
4295903554,"07556Q881","US07556Q8814","BZH",1531
4295903556,"086516101","US0865161014","BBY",5731
4295903557,"075811109","US0758111092","BEC",NA
4295903558,"06759L103","US06759L1035","BBDC",NA
4295903567,"093671105","US0936711052","HRB",72
4295903571,"09643P207","US09643P2074","BTH",3990
4295903575,"093698108","US0936981085","BDR",3663
4295903576,"085789105","US0857891057","BRY",1311
4295903580,"097698104","US0976981045","BOLT",3533
4295903583,"09066L105","US09066L1052","LCTX",2836
4295903584,"097383103","US0973831037","OMX",NA
4295903585,"101121101","US1011211018","BXP",6798
4295903586,"101137107","US1011371077","BSX",3841
4295903590,"100557107","US1005571070","SAM",2082
4295903591,"","","RFP",2621
4295903592,"080555204","US0805552041","BLCBB",4833
4295903594,"103304101","US1033041013","BYD",7011
4295903595,"091797100","US0917971006","BDK",NA
4295903596,"105368203","US1053682035","BDN",6798
4295903601,"104674106","US1046741062","BRC",3990
4295903602,"099724106","US0997241064","BWA",3714
4295903607,"118440106","US1184401065","BKE",5651
4295903608,"109641100","US1096411004","EAT",5812
4295903611,"118255108","US1182551085","BKI",NA
4295903618,"125137109","US1251371092","CEC",5812
4295903619,"110122108","US1101221083","BMY",2834
4295903624,"125902106","US1259021061","CPICQ",72
4295903627,"126650100","US1266501006","CVS",5912
4295903628,"127055101","US1270551013","CBT",2890
4295903630,"126501105","US1265011056","CTS",3672
4295903632,"126117100","US1261171003","CNA",6331
4295903633,"133034108","US1330341082","CAC",6021
4295903634,"126600105","US1266001056","CVBF",6022
4295903635,"13123X102","US13123X1028","CPE",1311
4295903636,"125896100","US1258961002","CMS",4931
4295903637,"127387108","US1273871087","CDNS",7372
4295903643,"130788102","US1307881029","CWT",4941
4295903644,"12686C109","US12686C1099","CVC",NA
4295903649,"134429109","US1344291091","CPB",20
4295903650,"140475104","US1404751042","CSU",8050
4295903651,"14149Y108","US14149Y1082","CAH",5122
4295903652,"14040H105","US14040H1059","COF",6021
4295903653,"","","CIT",6021
4295903654,"142339100","US1423391002","CSL",3060
4295903657,"205944101","US2059441012","CNW",4213
4295903658,"146875109","US1468751094","CARV",6035
4295903659,"00767T109","US00767T1097","ASNB",8742
4295903660,"127097103","US1270971039","COG",1311
4295903661,"140430109","US1404301095","CPTP",6519
4295903665,"126408103","US1264081035","CSX",4011
4295903666,"131193104","US1311931042","ELY",3949
4295903669,"","","CTAM",5051
4295903670,"147195101","US1471951012","CASC",NA
4295903671,"150185106","US1501851067","FUN",7990
4295903672,"144285103","US1442851036","CRS",3312
4295903675,"152312104","US1523121044","CTX",NA
4295903676,"143905107","US1439051079","CSV",72
4295903677,"150837409","US1508374097","CVM",2836
4295903678,"149123101","US1491231015","CAT",3531
4295903679,"133131102","US1331311027","CPT",6798
4295903695,"26969P108","US26969P1084","EXP",3241
4295903699,"162825103","US1628251035","CKP",3669
4295903700,"","","CHK",1311
4295903702,"143130102","US1431301027","KMX",55
4295903703,"168088102","US1680881026","CVR",3540
4295903704,"170388102","US1703881029","CPS",NA
4295903705,"16359R103","US16359R1032","CHE",8082
4295903707,"171340102","US1713401024","CHD",2840
4295903709,"17163B102","US17163B1026","CBRI",7371
4295903710,"171117104","US1711171041","CRCV",NA
4295903721,"178566105","US1785661059","CYN",6021
4295903722,"165303108","US1653031088","CPK",4923
4295903723,"170032809","US1700328099","CQB",1
4295903724,"169905106","US1699051066","CHH",7011
4295903725,"16150R104","US16150R1041","CCF",3640
4295903726,"171605306","US1716053061","CHYR",7330
4295903729,"45174J509","US45174J5092","IHRT",4832
4295903732,"174740100","US1747401008","CIA",6311
4295903733,"189054109","US1890541097","CLX",2842
4295903736,"179584107","US1795841071","CLE",56
4295903740,"16115Q308","US16115Q3083","GTLS",3443
4295903743,"195872106","US1958721060","CLP",NA
4295903744,"166764100","US1667641005","CVX",2911
4295903746,"200340107","US2003401070","CMA",6021
4295903747,"200334100","US2003341003","CDCO",7377
4295903750,"199908104","US1999081045","FIX",1731
4295903751,"195493309","US1954933099","CBCGQ",NA
4295903752,"203607106","US2036071064","CBU",6021
4295903753,"186000105","US1858961071","CLF",10
4295903755,"203372107","US2033721075","CTV",NA
4295903758,"190345108","US1903451086","CRV",5013
4295903762,"204512107","US2045121074","CTTC",3841
4295903763,"201723103","US2017231034","CMC",3312
4295903768,"637417106","US6374171063","NNN",6798
4295903775,"205887102","US2058871029","CAG",20
4295903779,"205768203","US2057682039","CRK",1311
4295903781,"216648402","US2166484020","COO",3851
4295903782,"216831107","US2168311072","CTB",3011
4295903783,"216640102","US2166401024","CAM",3533
4295903785,"20563P101","US20563P1012","CIX",3420
4295903786,"209341106","US2093411062","CGX",NA
4295903787,"12621E103","US12621E1038","CNO",6321
4295903789,"216669101","US2166691012","CBE",NA
4295903791,"205477102","US2054771025","CTG",7371
4295903796,"222372104","US2223721042","CFC",NA
4295903797,"22002T108","US22002T1088","OFC",6798
4295903798,"219350105","US2193501051","GLW",3357
4295903799,"210795308","US2107953083","CAL",4512
4295903800,"218683100","US2186831002","CMT",3089
4295903804,"222795106","US2227951066","CUZ",6798
4295903805,"217016104","US2170161044","TAP",2082
4295903806,"089302103","US0893021032","BIG",5331
4295903808,"219023108","US2190231082","INGR",2040
4295903809,"228368106","US2283681060","CCK",3411
4295903812,"22757R109","US22757R1095","CRT",6792
4295903814,"98385X106","US98385X1063","XTO",1311
4295903816,"228309100","US2283091005","CRWS",2211
4295903820,"222816100","US2228161004","CVD",8731
4295903821,"233293109","US2332931094","DPL",4931
4295903822,"22282E102","US22282E1029","CVA",4991
4295903824,"237266101","US2372661015","DAR",2070
4295903826,"228903100","US2289031005","CRY",3841
4295903828,"229899109","US2298991090","CFR",6021
4295903829,"231021106","US2310211063","CMI",3510
4295903830,"235825205","US2358252052","DAN",3714
4295903831,"230215105","US2302151053","CULP",2211
4295903833,"235851102","US2358511028","DHR",3823
4295903836,"227478104","US2274781044","ATX",3950
4295903839,"232820100","US2328201007","CYT",2890
4295903841,"52661A108","US52661A1088","DRS",3812
4295903842,"239467103","US2394671034","DXR",3841
4295903847,"237194105","US2371941053","DRI",5812
4295903849,"229669106","US2296691064","CUB",3829
4295903853,"247361702","US2473617023","DAL",4512
4295903858,"233331107","US2333311072","DTE",4911
4295903861,"23331A109","US23331A1097","DHI",1531
4295903862,"251591103","US2515911038","SITC",6798
4295903870,"254067101","US2540671011","DDS",5311
4295903872,"257651109","US2576511099","DCI",3564
4295903873,"25746Q108","US25746Q1085","DOMR",1220
4295903874,"260003108","US2600031080","DOV",3530
4295903877,"253651103","US2536511031","DBD",3578
4295903883,"262037104","US2620371045","DRQ",3533
4295903885,"248019101","US2480191012","DLX",2780
4295903886,"277276101","US2772761019","EGP",6798
4295903891,"264147109","US2641471097","DCO",3728
4295903892,"277432100","US2774321002","EMN",2821
4295903893,"260174107","US2601741075","DVD",79
4295903896,"264399106","US2643991068","DUK",4931
4295903898,"276317104","US2763171046","EML",3420
4295903900,"264411505","US2644115055","DRE",6798
4295903908,"","US26874Q1004","VALPQ",1381
4295903910,"281020107","US2810201077","EIX",4911
4295903911,"28336L109","US28336L1098","EP",4922
4295903916,"278865100","US2788651006","ECL",2840
4295903917,"291005106","US2910051067","ESC",8050
4295903918,"285661104","US2856611049","EDS",NA
4295903919,"291087203","US2910872033","MSN",3651
4295903920,"291011104","US2910111044","EMR",36
4295903923,"05351W103","US05351W1036","AGR",4911
4295903924,"834223109","US8342231094","SNGX",2834
4295903930,"293389102","US2933891028","EBF",2761
4295903931,"29364G103","US29364G1031","ETR",4911
4295903933,"26884U109","US26884U1097","EPR",6798
4295903934,"294092101","US2940921016","ETCC",3690
4295903936,"294100102","US2941001024","ENZ",8071
4295903939,"294429105","US2944291051","EFX",7320
4295903940,"294549100","US2945491007","EQT",1311
4295903944,"294741103","US2947411037","EOP",NA
4295903946,"29476L107","US29476L1070","EQR",6798
4295903947,"297178105","US2971781057","ESS",6798
4295903948,"296650104","US2966501049","ESP",3679
4295903951,"297602104","US2976021046","ETH",2511
4295903955,"302571104","US3025711041","NEE",4911
4295903957,"302491303","US3024913036","FMC",28
4295903958,"30239F106","US30239F1066","FFG",6311
4295903959,"302941109","US3029411093","FCN",8742
4295903960,"303250104","US3032501047","FICO",7389
4295903961,"303075105","US3030751057","FDS",7370
4295903964,"307000109","US3070001090","FDO",5331
4295903970,"313400301","US3134003017","FMCC",6111
4295903972,"313747206","US3137472060","FRT",6798
4295903973,"313586109","US3135861090","FNMA",6111
4295903976,"313855108","US3138551086","FSS",3711
4295903977,"313148306","US3131483063","AGM",6111
4295903978,"315293100","US3152931008","FGPR",59
4295903979,"314211103","US3142111034","FHI",6282
4295903980,"315405100","US3154051003","FOE",2851
4295903989,"319829107","US3198291078","FCF",6021
4295903993,"840441109","US8404411097","SSB",6022
4295903994,"337162101","US3371621018","FHN",6021
4295903997,"976391300","US9763913004","FUR",6798
4295904002,"338517105","US3385171059","BDL",5812
4295904004,"","","FSHZL",NA
4295904011,"34354P105","US34354P1057","FLS",3561
4295904012,"576206106","US5762061068","MEE",1221
4295904013,"343498101","US3434981011","FLO",20
4295904015,"345838106","US3458381064","FRX",NA
4295904017,"346091705","US3460917053","SOGCQ",1311
4295904019,"42222G108","US42222G1085","HNT",6324
4295904023,"354613101","US3546131018","BEN",6282
4295904024,"358010106","US3580101067","FEIM",3825
4295904026,"358435105","US3584351056","FRD",3310
4295904028,"358748101","US3587481017","FRS",5812
4295904031,"35914P105","US35914P1057","FTO",NA
4295904032,"360921100","US3609211004","FBNIQ",2510
4295904035,"361448103","US3614481030","GATX",47
4295904037,"36227K106","US36227K1060","GVP",7372
4295904038,"36225V104","US36225V1044","GPX",82
4295904043,"363576109","US3635761097","AJG",6411
4295904046,"364730101","US3647301015","TGNA",4833
4295904049,"365558105","US3655581052","GDI",3560
4295904051,"364760108","US3647601083","GPS",5651
4295904054,"74972L102","US74972L1026","RRR",NA
4295904058,"369730106","US3697301063","JOB",7361
4295904059,"","","BPYU",6798
4295904060,"371532102","US3715321028","GCO",5661
4295904061,"370334104","US3703341046","GIS",2040
4295904063,"371927104","US3719271047","GEL",4610
4295904065,"73179P106","US73179P1066","AVNT",2821
4295904067,"372460105","US3724601055","GPC",5013
4295904068,"729251108","US7292511083","PCL",6798
4295904072,"374297109","US3742971092","GTY",65
4295904073,"377316104","US3773161043","GLT",2621
4295904076,"379302102","US3793021029","GRT",6798
4295904080,"381317106","US3813171069","GDW",NA
4295904082,"382410843","US3824108431","GDP",1311
4295904083,"383082104","US3830821043","GRC",3561
4295904085,"38388F108","US38388F1084","GRA",28
4295904086,"384109104","US3841091040","GGG",3561
4295904087,"387328107","US3873281071","GVA",16
4295904088,"384556106","US3845561063","GHM",3560
4295904089,"384802104","US3848021040","GWW",50
4295904091,"391064102","US3910641022","GNI",NA
4295904093,"389375106","US3893751061","GTN",4833
4295904095,"398905109","US3989051095","GPI",55
4295904097,"398433102","US3984331021","GFF",3442
4295904101,"400095709","US4000957096","GRBEQ",NA
4295904102,"400518106","US4005181064","GTK",NA
4295904103,"401617105","US4016171054","GES",2340
4295904108,"404132102","US4041321021","HCC",6331
4295904109,"404232100","US4042321004","HMG",6798
4295904111,"40426W101","US40426W1018","EQC",6798
4295904114,"405024100","US4050241003","HAE",3841
4295904116,"406216101","US4062161017","HAL",1389
4295904117,"40624Q203","US40624Q2030","HALL",6399
4295904118,"00509L703","US00509L7038","ACUR",2834
4295904119,"406364406","US4063644060","HWG",2221
4295904123,"41043F208","US41043F2083","HNGR",8093
4295904129,"412822108","US4128221086","HOG",3751
4295904137,"415864107","US4158641070","HSC",89
4295904138,"416196103","US4161961036","HRTH",7331
4295904140,"949902209","US9499022096","WLSI",NA
4295904141,"416515104","US4165151048","HIG",6331
4295904144,"418056107","US4180561072","HAS",3944
4295904148,"421915109","US4219151093","PEAK",6798
4295904149,"421924309","US4219243098","EHC",8060
4295904150,"419596101","US4195961010","HVT",5712
4295904152,"42217K106","US42217K1060","WELL",6798
4295904156,"423074103","US4230741039","HNZ",2030
4295904158,"42366C103","US42366C1036","AIM",2836
4295904159,"422806109","US4228061093","HEI",3724
4295904160,"421933102","US4219331026","HMA",NA
4295904163,"427056106","US4270561065","HPC",NA
4295904164,"431284108","US4312841087","HIW",6798
4295904165,"428291108","US4282911084","HXL",2821
4295904170,"428236103","US4282361033","HPQ",3570
4295904171,"427866108","US4278661081","HSY",2060
4295904173,"","","PK",7011
4295904175,"437306103","US4373061039","HME",6798
4295904178,"435758305","US4357583057","HFC",2911
4295904182,"404251100","US4042511000","HNI",2522
4295904183,"440452100","US4404521001","HRL",2011
4295904184,"440327104","US4403271046","HMN",6331
4295904186,"44106M102","US44106M1027","SVC",6798
4295904191,"442487401","US4424874018","HOV",1531
4295904196,"444859102","US4448591028","HUM",6324
4295904203,"254423106","US2544231069","DIN",5812
4295904210,"45068B109","US45068B1098","ESINQ",82
4295904215,"451107106","US4511071064","IDA",4911
4295904216,"452308109","US4523081093","ITW",3560
4295904217,"45167R104","US45167R1041","IEX",3561
4295904218,"45245A107","US45245A1079","GLAE",6282
4295904222,"45254P508","US45254P5089","IMH",6798
4295904225,"293306106","US2933061069","ENG",8711
4295904229,"457660108","US4576601086","INSV",2834
4295904231,"45774W108","US45774W1080","IIIN",3310
4295904232,"457919108","US4579191085","IHT",6798
4295904240,"74163E107","US74163E1073","PSPW",3510
4295904241,"92922P106","US92922P1066","WTI",1311
4295904244,"75619P109","US75619P1093","PWCO",6153
4295904250,"03475V101","US03475V1017","ANGO",3841
4295904255,"31609R100","US31609R1005","FDBC",6021
4295904258,"04269N107","US04269N1072","ARYC",3826
4295904259,"549333201","US5493332010","CEI",1311
4295904266,"01345P106","US01345P1066","ALBO",2834
4295904269,"","","ICCT",7372
4295904270,"58734P105","US58734P1057","MBCRQ",NA
4295904272,"00752K105","US00752K1051","OCAT",2834
4295904274,"280597105","US2805971056","DIET",NA
4295904279,"928708106","US9287081064","VLTR",NA
4295904280,"319714101","US3197141019","FCGD",1040
4295904281,"82936G200","US82936G2003","SCEIQ",2860
4295904283,"42235N108","US42235N1081","HPY",7389
4295904284,"830695102","US8306951026","SKNYQ",5141
4295904286,"87874R100","US87874R1005","TTGT",4822
4295904289,"90385V107","US90385V1070","UCTT",3674
4295904290,"169419108","US1694191081","CHMD",7310
4295904296,"232109108","US2321091082","CUTR",3845
4295904297,"44951W106","US44951W1062","IESC",1731
4295904302,"45816D100","US45816D1000","INS",7372
4295904307,"459200101","US4592001014","IBM",3570
4295904309,"459506101","US4595061015","IFF",2860
4295904312,"460254105","US4602541058","IRF",3674
4295904318,"460690100","US4606901001","IPG",7311
4295904325,"461203101","US4612031017","IVC",3842
4295904333,"466096104","US4660961040","JAXR",5812
4295904335,"466313103","US4663131039","JBL",3672
4295904339,"469772206","US4697722068","JCLY",31
4295904340,"469814107","US4698141078","J",16
4295904341,"478160104","US4781601046","JNJ",2834
4295904344,"480074103","US4800741039","JNY",2330
4295904350,"30024B203","US30024B2034","EVEIQ",1221
4295904352,"483007704","US4830077040","KALU",3350
4295904353,"361086101","US3610861011","FRM",17
4295904355,"391164100","US3911641005","GXP",4911
4295904356,"48666K109","US48666K1097","KBH",1531
4295904357,"486587108","US4865871085","KDN",NA
4295904363,"489170100","US4891701009","KMT",3541
4295904364,"493422307","US4934223078","KYCN",NA
4295904369,"494368103","US4943681035","KMB",2670
4295904370,"49446R109","US49446R1095","KIM",6798
4295904371,"493267108","US4932671088","KEY",6021
4295904372,"49427F108","US49427F1084","KRC",6798
4295904374,"497266106","US4972661064","KEX",44
4295904377,"500255104","US5002551043","KSS",5311
4295904381,"86737U102","US86737U1025","SSY",8062
4295904386,"643847106","US6438471061","NEWN",NA
4295904390,"502161102","US5021611026","LSI",3674
4295904391,"502175102","US5021751020","LTC",6798
4295904393,"89785X101","US89785X1019","TBI",7363
4295904394,"505336107","US5053361078","LZB",2510
4295904405,"87538X105","US87538X1054","TLFA",31
4295904406,"","","LEA",3714
4295904407,"524660107","US5246601075","LEG",2510
4295904408,"523768109","US5237681094","LEE",2711
4295904409,"527288104","US5272881047","JEF",6211
4295904410,"526057104","US5260571048","LEN",1520
4295904413,"318457108","US3184571087","FACO",6331
4295904414,"532457108","US5324571083","LLY",2834
4295904417,"535555106","US5355551061","LNN",3523
4295904418,"534187109","US5341871094","LNC",6311
4295904421,"532716107","US5327161072","LB",5990
4295904430,"546347105","US5463471053","LPX",24
4295904432,"548661107","US5486611073","LOW",5211
4295904433,"536797103","US5367971034","LAD",55
4295904436,"50186A108","US50186A1088","LGL",3679
4295904437,"549282101","US5492821013","LUB",5812
4295904438,"550819106","US5508191062","LDL",3714
4295904439,"552541104","US5525411048","MFW",NA
4295904441,"552078107","US5520781072","LYO",2860
4295904442,"55261F104","US55261F1049","MTB",6022
4295904443,"55262C100","US55262C1009","MBI",6351
4295904447,"552676108","US5526761086","MDC",1531
4295904448,"552848103","US5528481030","MTG",6351
4295904450,"552953101","US5529531015","MGM",7011
4295904452,"55305B101","US55305B1017","MHO",1531
4295904453,"78028T100","US78028T1007","NNUTU",1
4295904454,"554153106","US5541531068","TUC",NA
4295904456,"553530106","US5535301064","MSM",5084
4295904457,"554489104","US5544891048","CLI",6798
4295904458,"554382101","US5543821012","MAC",6798
4295904460,"559424106","US5594241060","MAG",3679
4295904461,"559079207","US5590792074","MGLN",8060
4295904465,"563571108","US5635711089","MTW",3531
4295904469,"29472R108","US29472R1086","ELS",6798
4295904472,"56418H100","US56418H1005","MAN",7363
4295904473,"570535104","US5705351048","MKL",6331
4295904474,"566330106","US5663301068","MCS",7830
4295904476,"571748102","US5717481023","MMC",6411
4295904477,"574599106","US5745991068","MAS",3430
4295904478,"573284106","US5732841060","MLM",14
4295904482,"571903202","US5719032022","MAR",7011
4295904483,"576674105","US5766741053","MASC",3470
4295904485,"576323109","US5763231090","MTZ",1623
4295904487,"577345101","US5773451019","MLP",65
4295904488,"577081102","US5770811025","MAT",3942
4295904492,"577933104","US5779331041","MMS",7389
4295904494,"579780206","US5797802064","MKC",2090
4295904495,"580645109","US5806451093","SPGI",7320
4295904498,"58319P108","US58319P1084","MIG",6331
4295904499,"580135101","US5801351017","MCD",5812
4295904501,"961548104","US9615481044","MWV",2621
4295904502,"583421102","US5834211022","MEAS",3829
4295904506,"74267C106","US74267C1062","PRA",6331
4295904513,"589433101","US5894331017","MDP",2721
4295904514,"589400100","US5894001008","MCY",6331
4295904517,"59001A102","US59001A1025","MTH",1531
4295904518,"590660106","US5906601068","MTR",6792
4295904520,"590672101","US5906721015","MSB",6795
4295904522,"590876306","US5908763064","MPR",NA
4295904528,"59522J103","US59522J1034","MAA",6798
4295904529,"592688105","US5926881054","MTD",3826
4295904532,"59540G107","US59540G1076","MPB",6022
4295904541,"600551204","US6005512040","MLR",3713
4295904543,"601073109","US6010731098","MIL",NA
4295904545,"603158106","US6031581068","MTX",2810
4295904549,"018522300","US0185223007","ALE",4931
4295904551,"608190104","US6081901042","MHK",2273
4295904557,"617446448","US6174464486","MS",6211
4295904560,"624756102","US6247561029","MLI",3350
4295904561,"35582T108","US35582T1088","FOHL",NA
4295904562,"620076109","US6200761095","MSI",3663
4295904563,"55315D105","US55315D1054","MMAC",65
4295904564,"626717102","US6267171022","MUR",1311
4295904566,"628464109","US6284641098","MYE",3089
4295904569,"628852204","US6288522047","CNR",3448
4295904570,"62886E108","US62886E1082","NCR",3578
4295904572,"62944T105","US62944T1051","NVR",1531
4295904574,"629410606","US6294106066","BTX",2834
4295904579,"635017106","US6350171061","FIZZ",2086
4295904580,"635405103","US6354051038","NCC",NA
4295904581,"629568106","US6295681067","NBR",1381
4295904586,"636180101","US6361801011","NFG",4924
4295904587,"635906100","US6359061008","NHC",8051
4295904589,"637071101","US6370711011","NOV",3533
4295904590,"63633D104","US63633D1046","NHI",6798
4295904593,"637215104","US6372151042","NPK",3480
4295904594,"637640103","US6376401039","NSM",NA
4295904596,"638620104","US6386201049","NHP",NA
4295904606,"650111107","US6501111073","NYT",2711
4295904608,"63934E108","US63934E1082","NAV",3711
4295904609,"646025106","US6460251068","NJR",4924
4295904612,"654086503","US6540865036","NICRL",NA
4295904616,"655664100","US6556641008","JWN",5651
4295904618,"651639106","US6516391066","NEM",1040
4295904619,"655844108","US6558441084","NSC",4011
4295904620,"654106103","US6541061031","NKE",3021
4295904624,"659424105","US6594241050","NFB",NA
4295904627,"98389B100","US98389B1008","XEL",4931
4295904629,"668074305","US6680743050","NWE",4931
4295904632,"669947889","US6699478896","NOVC",6531
4295904633,"670002104","US6700021040","NVAX",2836
4295904636,"670346105","US6703461052","NUE",3312
4295904637,"67018T105","US67018T1051","NUS",5122
4295904641,"670837103","US6708371033","OGE",4911
4295904642,"670872100","US6708721005","OMG",3990
4295904644,"45768S105","US45768S1050","IOSP",28
4295904645,"674599105","US6745991058","OXY",1311
4295904646,"675746309","US6757463095","OCN",6162
4295904647,"675232102","US6752321025","OII",1389
4295904649,"680665205","US6806652052","OLN",28
4295904652,"681919106","US6819191064","OMC",7311
4295904653,"677864100","US6778641000","ODC",3990
